word,trans,kk,level
plot,情節；陰謀, /plɑt/,2
plug,插頭；塞住, /plʌɡ/,2
plum,梅子；李子, /plʌm/,2
pocket,口袋, /'pɑkɪt/,2
poem,詩, /'poəm/,2
poet,詩人, /'poət/,2
poetry,詩歌（總稱）, /'poətrɪ/,2
point,重點；點；指向, /pɔɪnt/,2
poison,毒藥, /'pɔɪzn/,2
poisonous,有毒的, /'pɔɪznəs/,2
pole,桿子；極點, /pol/,2
police,警察, /pə'lis/,2
policeman,警員, /pə'lismən/,2
policy,政策, /'pɑləsɪ/,2
polish,擦亮；磨光, /'pɑlɪʃ/,2
polite,有禮貌的, /pə'laɪt/,2
political,政治的, /pə'lɪtɪkl/,2
politician,政治人物, /'pɑlə'tɪʃən/,2
politics,政治, /'pɑlə'tɪks/,2
poll,民意調查, /pol/,2
pollution,污染, /pə'luʃən/,2
pond,池塘, /pɑnd/,2
pool,水池；游泳池, /pul/,2
poor,貧窮的；可憐的, /pʊr/,2
pop,流行樂；蹦開, /pɑp/,2
popcorn,爆米花, /'pɑp'kɔrn/,2
popular,受歡迎的, /'pɑpjəlɚ/,2
population,人口, /'pɑpjə'leʃən/,2
pork,豬肉, /pɔrk/,2
port,港口, /pɔrt/,2
pose,姿勢；提出, /poz/,2
position,位置；職位, /pə'zɪʃən/,2
positive,積極的；正面的, /'pɑzətɪv/,2
possess,擁有, /pə'zɛs/,2
possession,擁有；財產, /pə'zɛʃən/,2
possibility,可能性, /'pɑsə'bɪlətɪ/,2
possible,可能的, /'pɑsəbl/,2
possibly,可能地, /'pɑsəblɪ/,2
post,郵寄；貼出, /post/,2
postage,郵資, /'postɪdʒ/,2
postal,郵政的, /'postl/,2
postcard,明信片, /'post'kɑrd/,2
poster,海報, /'postɚ/,2
postman,郵差, /'postmən/,2
postpone,延期, /post'pon/,2
pot,鍋子, /pɑt/,2
potato,馬鈴薯, /pə'teto/,2
potential,潛力；潛在的, /pə'tɛnʃəl/,2
pound,磅；英鎊, /paʊnd/,2
pour,倒；灌, /pɔr/,2
poverty,貧窮, /'pɑvɚtɪ/,2
powder,粉末, /'paʊdɚ/,2
power,力量；電力, /'paʊɚ/,2
powerful,強大的；強有力的, /'paʊɚfəl/,2
practical,實用的；實際的, /'præktɪkl/,2
practice,練習, /'præktɪs/,2
praise,讚美, /prez/,2
pray,祈禱, /pre/,2
prayer,祈禱；禱詞, /prɛr/,2
precious,珍貴的, /'prɛʃəs/,2
precise,精確的, /prɪ'saɪs/,2
predict,預測, /prɪ'dɪkt/,2
prefer,更喜歡, /prɪ'fɝ/,2
preference,偏好, /'prɛfərəns/,2
pregnant,懷孕的, /'prɛɡnənt/,2
preparation,準備, /'prɛpə'reʃən/,2
prepare,準備, /prɪ'pɛr/,2
presence,存在；出席, /'prɛzns/,2
present,禮物；出席的；現在, /'prɛznt/,2
presentation,簡報；呈現, /'prɛzn'teʃən/,2
preserve,保存；保護, /prɪ'zɝv/,2
president,總統；總裁, /'prɛzədənt/,2
press,按壓；媒體, /prɛs/,2
pressure,壓力, /'prɛʃɚ/,2
pretend,假裝, /prɪ'tɛnd/,2
pretty,漂亮的；相當, /'prɪtɪ/,2
prevent,預防；阻止, /prɪ'vɛnt/,2
previous,先前的, /'privɪəs/,2
price,價格, /praɪs/,2
pride,驕傲；自豪, /praɪd/,2
priest,祭司；神父, /prist/,2
primary,初級的；主要的, /'praɪmɛrɪ/,2
prince,王子, /prɪns/,2
princess,公主, /'prɪnsɛs/,2
principal,校長；主要的, /'prɪnsəpl/,2
principle,原則；原理, /'prɪnsəpl/,2
print,列印, /prɪnt/,2
printer,印表機, /'prɪntɚ/,2
priority,優先事項；優先權, /praɪ'ɔrətɪ/,2
prison,監獄, /'prɪzn/,2
prisoner,囚犯, /'prɪznɚ/,2
privacy,隱私, /'praɪvəsɪ/,2
private,私人的, /'praɪvət/,2
privilege,特權, /'prɪvəlɪdʒ/,2
prize,獎品；獎金, /praɪz/,2
probable,很有可能的, /'prɑbəbl/,2
probably,大概；可能, /'prɑbəblɪ/,2
problem,問題, /'prɑbləm/,2
procedure,程序；步驟, /prə'sidʒɚ/,2
proceed,繼續進行, /prə'sid/,2
process,過程；加工, /'prɑsɛs/,2
produce,生產；農產品, /prə'djus/,2
producer,生產者；製作人, /prə'djusɚ/,2
product,產品, /'prɑdəkt/,2
production,生產；製作, /prə'dʌkʃən/,2
profession,職業, /prə'fɛʃən/,2
professional,專業的, /prə'fɛʃənL/,2
professor,教授, /prə'fɛsɚ/,2
profile,個人簡介；輪廓, /'profaɪl/,2
profit,利潤；收益, /'prɑfɪt/,2
program,節目；計畫；程式, /'proɡræm/,2
progress,進步；進展, /'prɑɡrɛs/,2
project,專案；計畫, /'prɑdʒɛkt/,2
promise,承諾；許諾, /'prɑmɪs/,2
promote,推廣；升職, /prə'mot/,2
prompt,迅速的；提示, /prɑmpt/,2
proof,證明；證據, /pruf/,2
proper,適當的；合適的, /'prɑpɚ/,2
properly,適當地, /'prɑpɚlɪ/,2
property,財產；房產, /'prɑpɚtɪ/,2
proposal,提案；求婚, /prə'pozl/,2
propose,提議；求婚, /prə'poz/,2
protect,保護, /prə'tɛkt/,2
protection,保護, /prə'tɛkʃən/,2
proud,驕傲的, /praʊd/,2
prove,證明, /pruv/,2
provide,提供, /prə'vaɪd/,2
public,公眾的；公開的, /'pʌblɪk/,2
publication,出版；出版物, /'pʌblə'keʃən/,2
publicity,宣傳；關注, /pʌb'lɪsətɪ/,2
publish,出版；發表, /'pʌblɪʃ/,2
publisher,出版商, /'pʌblɪʃɚ/,2
pull,拉；拖, /pʊl/,2
pump,抽水機；幫浦, /pʌmp/,2
pumpkin,南瓜, /'pʌmpkɪn/,2
punish,懲罰, /'pʌnɪʃ/,2
punishment,懲罰；處罰, /'pʌnɪʃmənt/,2
pupil,小學生；瞳孔, /'pjupl/,2
puppy,幼犬, /'pʌpɪ/,2
purchase,購買, /'pɝtʃəs/,2
pure,純潔的；純粹的, /pjʊr/,2
purple,紫色的, /'pɝpl/,2
purpose,目的, /'pɝpəs/,2
purse,手提包；錢包, /pɝs/,2
pursue,追求；追趕, /pɚ'su/,2
push,推；按, /pʊʃ/,2
put,放置, /pʊt/,2
puzzle,謎題；使困惑, /'pʌzl/,2
qualification,資格；條件, /'kwɑləfə'keʃən/,2
qualify,符合資格, /'kwɑlə'faɪ/,2
quality,品質, /'kwɑlətɪ/,2
quantity,數量, /'kwɑntətɪ/,2
quarrel,爭吵, /'kwɔrəl/,2
quarter,四分之一；一刻鐘, /'kwɔrtɚ/,2
queen,女王；王后, /kwin/,2
question,問題；疑問, /'kwɛstʃən/,2
quick,快速的, /kwɪk/,2
quiet,安靜的, /'kwaɪət/,2
quit,停止；戒除；退出, /kwɪt/,2
quite,相當；非常, /kwaɪt/,2
quiz,小測驗, /kwɪz/,2
rabbit,兔子, /'ræbɪt/,2
race,比賽；種族, /res/,2
racial,種族的, /'reʃəl/,2
radar,雷達, /'redɑr/,2
radio,收音機, /'redɪo/,2
rail,鐵軌；欄杆, /rel/,2
railroad,鐵路, /'rel'rod/,2
railway,鐵路, /'rel'we/,2
rain,下雨；雨水, /ren/,2
rainbow,彩虹, /'ren'bo/,2
rainy,下雨的, /'renɪ/,2
raise,舉起；撫養；增加, /rez/,2
range,範圍；山脈, /rendʒ/,2
rank,階級；排名, /ræŋk/,2
rapid,快速的, /'ræpɪd/,2
rare,稀有的；罕見的, /rɛr/,2
rarely,很少；罕見地, /'rɛrlɪ/,2
rat,大老鼠, /ræt/,2
rate,比率；速率, /ret/,2
rather,寧願；相當, /'ræðɚ/,2
raw,生的；未加工的, /rɔ/,2
reach,到達；伸手拿, /ritʃ/,2
react,反應, /ri'ækt/,2
reaction,反應, /ri'ækʃən/,2
read,閱讀, /rid/,2
reader,讀者, /'ridɚ/,2
readily,樂意地；容易地, /'rɛdəlɪ/,2
reading,閱讀；讀物, /'ridɪŋ/,2
ready,準備好的, /'rɛdɪ/,2
real,真實的, /ril/,2
realistic,現實的；逼真的, /'riə'lɪstɪk/,2
reality,現實；真實, /ri'ælətɪ/,2
realize,實現；意識到, /'riə'laɪz/,2
really,真正地, /'rɪəlɪ/,2
reason,原因；理由, /'rizn/,2
reasonable,合情合理的, /'riznəbl/,2
receive,收到；接收, /rɪ'siv/,2
receiver,接收者；話筒, /rɪ'sivɚ/,2
recent,最近的, /'risnt/,2
recently,最近；近來, /'risntlɪ/,2
reception,接待；接待處, /rɪ'sɛpʃən/,2
receptionist,櫃檯接待員, /rɪ'sɛpʃənɪst/,2
recipe,食譜, /'rɛsəpɪ/,2
recognition,認出；承認, /'rɛkəɡ'nɪʃən/,2
recognize,認出；承認, /'rɛkəɡ'naɪz/,2
recommend,推薦；建議, /'rɛkə'mɛnd/,2
recommendation,推薦；建議, /'rɛkəmɛn'deʃən/,2
record,紀錄；唱片, /'rɛkɚd/,2
recorder,錄音機, /rɪ'kɔrdɚ/,2
recover,恢復；尋回, /rɪ'kʌvɚ/,2
recovery,恢復；痊癒, /rɪ'kʌvərɪ/,2
red,紅色的, /rɛd/,2
reduce,減少；降低, /rɪ'djus/,2
reduction,減少；降低, /rɪ'dʌkʃən/,2
refer,參考；提及, /rɪ'fɝ/,2
referee,裁判, /'rɛfə'ri/,2
reference,參考；推薦信, /'rɛfərəns/,2
reflect,反射；反映；思考, /rɪ'flɛkt/,2
reflection,反射；倒影；反省, /rɪ'flɛkʃən/,2
reform,改革；革新, /rɪ'fɔrm/,2
refrigerator,冰箱, /rɪ'frɪdʒə'retɚ/,2
refuse,拒絕, /rɪ'fjuz/,2
refusal,拒絕, /rɪ'fjuzl/,2
regard,關心；看作；尊重, /rɪ'ɡɑrd/,2
regarding,關於, /rɪ'ɡɑrdɪŋ/,2
regardless,無論如何；不顧, /rɪ'ɡɑrdlɪs/,2
region,地區；區域, /'ridʒən/,2
regional,地區的, /'ridʒənL/,2
register,註冊；登記, /'rɛdʒɪstɚ/,2
registration,註冊；登記, /'rɛdʒɪ'streʃən/,2
regret,後悔；遺憾, /rɪ'ɡrɛt/,2
regular,定期；常規的, /'rɛɡjəlɚ/,2
regulation,規定；規則, /'rɛɡjə'leʃən/,2
reject,拒絕, /rɪ'dʒɛkt/,2
relation,關係, /rɪ'leʃən/,2
relationship,關係；親密關係, /rɪ'leʃən'ʃɪp/,2
relative,親戚；相對的, /'rɛlətɪv/,2
relax,放鬆, /rɪ'læks/,2
release,釋放；發行, /rɪ'lis/,2
relevant,相關的, /'rɛləvənt/,2
reliable,可信賴的；可靠的, /rɪ'laɪəbl/,2
relief,寬慰；減輕, /rɪ'lif/,2
religion,宗教, /rɪ'lɪdʒən/,2
religious,宗教的, /rɪ'lɪdʒəs/,2
rely,依靠；信賴, /rɪ'laɪ/,2
remain,保持；留下, /rɪ'men/,2
remains,剩餘物；遺體, /rɪ'menz/,2
remark,言論；評論, /rɪ'mɑrk/,2
remarkable,非凡的；卓越的, /rɪ'mɑrkəbl/,2
remember,記得, /rɪ'mɛmbɚ/,2
remind,提醒, /rɪ'maɪnd/,2
remote,遙遠的；偏僻的, /rɪ'mot/,2
remove,移開；去除, /rɪ'muv/,2
rent,租用；租金, /rɛnt/,2
repair,修理, /rɪ'pɛr/,2
repeat,重複, /rɪ'pit/,2
replace,取代；更換, /rɪ'ples/,2
replacement,替代品；更換, /rɪ'plesmənt/,2
reply,回覆；回答, /rɪ'plaɪ/,2
report,報導；報告, /rɪ'pɔrt/,2
reporter,記者, /rɪ'pɔrtɚ/,2
represent,代表；象徵, /'rɛprɪ'zɛnt/,2
representative,代表；代理人, /'rɛprɪ'zɛntətɪv/,2
republic,共和國, /rɪ'pʌblɪk/,2
reputation,名聲；聲譽, /'rɛpjə'teʃən/,2
request,請求；要求, /rɪ'kwɛst/,2
require,需要；要求, /rɪ'kwaɪr/,2
requirement,必要條件；要求, /rɪ'kwaɪrmənt/,2
rescue,救援；營救, /'rɛskju/,2
research,研究, /rɪ'sɝtʃ/,2
researcher,研究人員, /'risɝtʃɚ/,2
resemble,像；類似, /rɪ'zɛmbl/,2
reservation,預訂；預約, /'rɛzɚ'veʃən/,2
reserve,預訂；保留, /rɪ'zɝv/,2
resident,居民, /'rɛzədənt/,2
resign,辭職, /rɪ'zaɪn/,2
resignation,辭職；辭呈, /'rɛzɪɡ'neʃən/,2
resist,抵抗；抗拒, /rɪ'zɪst/,2
resolution,決心；解決, /'rɛzə'luʃən/,2
resolve,解決；下決心, /rɪ'zɑlv/,2
resort,度假勝地, /rɪ'zɔrt/,2
resource,資源, /'risɔrs/,2
respect,尊重；敬意, /rɪ'spɛkt/,2
respectful,充滿敬意的, /rɪ'spɛktfəl/,2
respond,回答；回應, /rɪ'spɑnd/,2
response,回應；回答, /rɪ'spɑns/,2
responsibility,責任, /rɪ'spɑnsə'bɪlətɪ/,2
responsible,負責的, /rɪ'spɑnsəbl/,2
rest,休息；其餘部分, /rɛst/,2
restaurant,餐廳, /'rɛstərənt/,2
result,結果, /rɪ'zʌlt/,2
retain,保留；保持, /rɪ'ten/,2
retire,退休, /rɪ'taɪr/,2
retirement,退休, /rɪ'taɪrmənt/,2
return,返回；歸還, /rɪ'tɝn/,2
reveal,揭露；透漏, /rɪ'vil/,2
revenue,收入；稅收, /'rɛvənju/,2
reverse,倒轉；相反的, /rɪ'vɝs/,2
review,複習；評論, /rɪ'vju/,2
revolution,革命, /'rɛvə'luʃən/,2
reward,報酬；獎勵, /rɪ'wɔrd/,2
rice,米飯, /raɪs/,2
rich,富有的；豐富的, /rɪtʃ/,2
rid,擺脫；免除, /rɪd/,2
ride,騎；搭乘, /raɪd/,2
rider,騎手；乘客, /'raɪdɚ/,2
ridiculous,荒謬的, /rɪ'dɪkjələs/,2
right,正確的；右邊, /raɪt/,2
ring,戒指；鈴聲；響起, /rɪŋ/,2
ripe,成熟的, /raɪp/,2
rise,上升；升起, /raɪz/,2
risk,風險；冒險, /rɪsk/,2
river,河流, /'rɪvɚ/,2
road,道路, /rod/,2
roar,吼叫；咆哮, /rɔr/,2
roast,烤；烘烤, /rost/,2
rob,搶劫, /rɑb/,2
robber,強盜, /'rɑbɚ/,2
robbery,搶案, /'rɑbərɪ/,2
robot,機器人, /'robət/,2
rock,岩石；搖滾樂, /rɑk/,2
rocket,火箭, /'rɑkɪt/,2
role,角色, /rol/,2
roll,滾動；卷, /rol/,2
roller,輪子；滾筒, /'rolɚ/,2
romantic,浪漫的, /ro'mæntɪk/,2
roof,屋頂, /ruf/,2
room,房間；空間, /rum/,2
rooster,公雞, /'rustɚ/,2
root,樹根；根源, /rut/,2
rope,繩索, /rop/,2
rose,玫瑰花, /roz/,2
rough,粗糙的；粗略的, /rʌf/,2
round,圓形的；一輪, /raʊnd/,2
route,路線, /rut/,2
routine,常規；例行公事, /ru'tin/,2
row,划船；一排, /ro/,2
royal,皇室的；王室的, /'rɔɪəl/,2
rub,摩擦；揉, /rʌb/,2
rubber,橡膠, /'rʌbɚ/,2
rubbish,垃圾, /'rʌbɪʃ/,2
rude,無禮的；粗魯的, /rud/,2
rug,小地毯, /rʌɡ/,2
ruin,毀壞；廢墟, /'ruɪn/,2
rule,規則；統治, /rul/,2
ruler,尺；統治者, /'rulɚ/,2
rumor,謠言, /'rumɚ/,2
run,跑步；經營, /rʌn/,2
runner,跑者, /'rʌnɚ/,2
rush,匆忙；衝, /rʌʃ/,2
sad,悲傷的, /sæd/,2
safe,安全的；保險箱, /sef/,2
safety,安全, /'seftɪ/,2
sail,航行, /sel/,2
sailor,水手, /'selɚ/,2
salad,沙拉, /'sæləd/,2
salary,薪水, /'sælərɪ/,2
sale,銷售；特賣, /sel/,2
salesman,售貨員；業務員, /'selzmən/,2
salmon,鮭魚, /'sæmən/,2
salt,鹽, /sɔlt/,2
salty,鹹的, /'sɔltɪ/,2
same,相同的, /sem/,2
sample,樣品；樣本, /'sæmpl/,2
sand,沙子, /sænd/,2
sandwich,三明治, /'sændwɪtʃ/,2
satisfaction,滿意；滿足, /'sætɪs'fækʃən/,2
satisfy,使滿意, /'sætɪs'faɪ/,2
Saturday,星期六, /'sætɚ'de/,2
sauce,醬汁, /sɔs/,2
saucer,茶碟, /'sɔsɚ/,2
sausage,香腸, /'sɔsɪdʒ/,2
save,拯救；儲存；省下, /sev/,2
savings,存款；積蓄, /'sevɪŋz/,2
say,說, /se/,2
scale,規模；體重計；鱗片, /skel/,2
scan,掃描；瀏覽, /skæn/,2
scare,驚嚇；恐懼, /skɛr/,2
scared,害怕的, /skɛrd/,2
scary,可怕的, /'skɛrɪ/,2
scene,風景；場面；現場, /sin/,2
scenery,風景；景色, /'sinərɪ/,2
schedule,時間表；日程表, /'skɛdʒʊl/,2
scheme,方案；陰謀, /skim/,2
scholar,學者, /'skɑlɚ/,2
scholarship,獎學金, /'skɑlɚ'ʃɪp/,2
school,學校, /skul/,2
science,科學, /'saɪəns/,2
scientific,科學的, /'saɪən'tɪfɪk/,2
scientist,科學家, /'saɪəntɪst/,2
scissors,剪刀, /'sɪzɚz/,2
scold,責罵, /skold/,2
score,得分；分數, /skɔr/,2
scooter,速克達；輕型機車, /'skutɚ/,2
scream,尖叫, /skrim/,2
screen,螢幕, /skrin/,2
screw,螺絲, /skru/,2
sea,海洋, /si/,2
seafood,海鮮, /'si'fud/,2
seagull,海鷗, /'si'ɡʌl/,2
seal,海豹；封條, /sil/,2
search,搜尋；尋找, /sɝtʃ/,2
season,季節, /'sizn/,2
seat,座位, /sit/,2
second,第二；秒, /'sɛkənd/,2
secondary,中級的；次要的, /'sɛkən'dɛrɪ/,2
secret,秘密, /'sikrɪt/,2
secretary,秘書, /'sɛkrə'tɛrɪ/,2
section,章節；部分, /'sɛkʃən/,2
sector,部門；領域, /'sɛktɚ/,2
secure,安全的；獲得, /sɪ'kjʊr/,2
security,安全；保全, /sɪ'kjʊrətɪ/,2
see,看見, /si/,2
seed,種子, /sid/,2
seek,尋找；追求, /sik/,2
seem,似乎；好像, /sim/,2
seesaw,蹺蹺板, /'si'sɔ/,2
segment,部分；片段, /'sɛɡmənt/,2
seldom,很少；不常, /'sɛldəm/,2
select,選擇；挑選, /sə'lɛkt/,2
selection,選擇；選集, /sə'lɛkʃən/,2
self,自己, /sɛlf/,2
selfish,自私的, /'sɛlfɪʃ/,2
sell,賣, /sɛl/,2
seller,賣家；售貨員, /'sɛlɚ/,2
semester,學期, /sə'mɛstɚ/,2
send,寄送；發送, /sɛnd/,2
senior,資深的；高年級生, /'sinjɚ/,2
sense,感官；感覺, /sɛns/,2
sensible,明智的；合理的, /'sɛnsəbl/,2
sensitive,敏感的, /'sɛnsətɪv/,2
sentence,句子；判決, /'sɛntəns/,2
separate,分開的；分離, /'sɛpərət/,2
September,九月, /sɛp'tɛmbɚ/,2
sequence,順序；序列, /'sikwəns/,2
series,系列；連續, /'sɪriz/,2
serious,嚴重的；認真的, /'sɪrɪəs/,2
servant,僕人, /'sɝvənt/,2
serve,服務；提供, /sɝv/,2
service,服務, /'sɝvɪs/,2
session,會議；開課期間, /'sɛʃən/,2
set,設置；一套, /sɛt/,2
setting,環境；背景設定, /'sɛtɪŋ/,2
settle,解決；定居, /'sɛtl/,2
settlement,定居；協議, /'sɛtlmənt/,2
seven,七, /'sɛvn/,2
seventeen,十七, /'sɛvn'tin/,2
seventy,七十, /'sɛvntɪ/,2
several,幾個；數個, /'sɛvrəl/,2
severe,嚴重的；嚴厲的, /sə'vɪr/,2
sew,縫紉；縫補, /so/,2
sex,性別；性, /sɛks/,2
sexual,性別的；性的, /'sɛkʃʊəl/,2
shade,陰涼處；色調, /ʃed/,2
shadow,影子, /'ʃædo/,2
shake,握手；搖晃, /ʃek/,2
shall,將要；應該, /ʃæl/,2
shallow,淺的, /'ʃælo/,2
shame,羞恥；遺憾, /ʃem/,2
shampoo,洗髮精, /ʃæm'pu/,2
shape,形狀；外形, /ʃep/,2
share,分享；股份, /ʃɛr/,2
shark,鯊魚, /ʃɑrk/,2
sharp,鋒利的；尖銳的, /ʃɑrp/,2
she,她, /ʃi/,2
sheep,綿羊, /ʃip/,2
sheet,床單；一張（紙）, /ʃit/,2
shelf,架子, /ʃɛlf/,2
shell,貝殼, /ʃɛl/,2
shelter,避難所；遮蔽, /'ʃɛltɚ/,2
shine,照耀；發光, /ʃaɪn/,2
ship,船隻；運送, /ʃɪp/,2
shirt,襯衫, /ʃɝt/,2
shock,震撼；震驚, /ʃɑk/,2
shoe,鞋子, /ʃu/,2
shoot,射擊；拍攝, /ʃut/,2
shop,商店；購物, /ʃɑp/,2
shoemaker,鞋匠, /'ʃu'mekɚ/,2
shopkeeper,店主, /'ʃɑp'kipɚ/,2
shopping,購物, /'ʃɑpɪŋ/,2
shore,海岸；岸邊, /ʃɔr/,2
short,短的；矮的, /ʃɔrt/,2
shortage,短缺；不足, /'ʃɔrtɪdʒ/,2
shortly,不久；馬上, /'ʃɔrtlɪ/,2
shorts,短褲, /ʃɔrts/,2
shot,射擊；開槍, /ʃɑt/,2
should,應該, /ʃʊd/,2
shoulder,肩膀, /'ʃoldɚ/,2
shout,大喊；呼叫, /ʃaʊt/,2
show,展示；表演, /ʃo/,2
shower,陣雨；淋浴, /'ʃaʊɚ/,2
shrimp,蝦子, /ʃrɪmp/,2
shrink,縮水；減少, /ʃrɪŋk/,2
shut,關上；合上, /ʃʌt/,2
shy,害羞的, /ʃaɪ/,2
sick,生病的, /sɪk/,2
side,旁邊；側邊, /saɪd/,2
sidewalk,人行道, /'saɪd'wɔk/,2
sight,視力；景象, /saɪt/,2
sign,標誌；簽名, /saɪn/,2
signal,信號；暗號, /'sɪɡnl/,2
signature,簽名, /'sɪɡnətʃɚ/,2
significance,重要性；意義, /sɪɡ'nɪfəkəns/,2
significant,顯著的；重要的, /sɪɡ'nɪfəkənt/,2
silence,寂靜；沉默, /'saɪləns/,2
silent,安靜的；沉默的, /'saɪlənt/,2
silk,絲綢, /sɪlk/,2
silly,傻的；愚蠢的, /'sɪlɪ/,2
silver,銀色的；白銀, /'sɪlvɚ/,2
similar,相似的, /'sɪməlɚ/,2
similarity,相似之處, /'sɪmə'lærətɪ/,2
simple,簡單的, /'sɪmpl/,2
simply,簡單地；僅僅, /'sɪmplɪ/,2
since,自從；既然, /sɪns/,2
sincere,真誠的；誠摯的, /sɪn'sɪr/,2
sing,唱歌, /sɪŋ/,2
singer,歌手, /'sɪŋɚ/,2
single,單身的；單一的, /'sɪŋɡl/,2
sink,沉沒；洗手台, /sɪŋk/,2
sir,先生；長官, /sɝ/,2
sister,姐妹, /'sɪstɚ/,2
sit,坐下, /sɪt/,2
site,地點；網站, /saɪt/,2
situation,情況；局勢, /'sɪtʃʊ'eʃən/,2
six,六, /sɪks/,2
sixteen,十六, /'sɪks'tin/,2
sixty,六十, /'sɪkstɪ/,2
size,尺寸；大小, /saɪz/,2
skate,溜冰, /sket/,2
ski,滑雪, /ski/,2
skill,技能；技術, /skɪl/,2
skillful,熟練的；有技術的, /'skɪlfəl/,2
skin,皮膚, /skɪn/,2
skirt,裙子, /skɝt/,2
sky,天空, /skaɪ/,2
slave,奴隸, /slev/,2
sleep,睡覺, /slip/,2
sleepy,想睡覺的, /'slipɪ/,2
sleeve,袖子, /sliv/,2
slender,苗條的；纖細的, /'slɛndɚ/,2
slice,薄片；切片, /slaɪs/,2
slide,滑動；溜滑梯, /slaid/,2
slight,輕微的；微小的, /slaɪt/,2
slightly,稍微；輕微地, /'slaɪtlɪ/,2
slim,苗條的, /slɪm/,2
slip,滑倒；滑落, /slɪp/,2
slipper,拖鞋, /'slɪpɚ/,2
slope,斜坡, /slop/,2
slow,慢的, /slo/,2
small,小的, /smɔl/,2
smart,聰明的, /smɑrt/,2
smell,氣味；聞起來, /smɛl/,2
smile,微笑, /smaɪl/,2
smoke,煙；抽煙, /smok/,2
smooth,平滑的；順暢的, /smuth/,2
snake,蛇, /snek/,2
sneaker,運動鞋, /'snikɚ/,2
sneeze,打噴嚏, /sniz/,2
snow,下雪；雪, /sno/,2
snowman,雪人, /'sno'mæn/,2
snowy,下雪的, /'snoɪ/,2
so,如此；所以, /so/,2
soap,肥皂, /sop/,2
soccer,足球, /'sɑkɚ/,2
social,社會的；社交的, /'soʃəl/,2
society,社會, /sə'saɪətɪ/,2
sock,短襪, /sɑk/,2
soda,汽水；蘇打, /'sodə/,2
sofa,沙發, /'sofə/,2
soft,柔軟的, /sɔft/,2
soil,土壤, /sɔɪl/,2
soldier,士兵；軍人, /'soldʒɚ/,2
solid,固體；堅固的, /'sɑlɪd/,2
solution,解決方案；溶液, /sə'luʃən/,2
solve,解決, /sɑlv/,2
some,一些, /sʌm/,2
somebody,某人, /'sʌm'bɑdɪ/,2
somehow,設法；不知怎麼地, /'sʌm'haʊ/,2
someone,某人, /'sʌm'wʌn/,2
something,某事；某物, /'sʌm'θɪŋ/,2
sometime,某個時候, /'sʌm'taɪm/,2
sometimes,有時候, /'sʌm'taɪmz/,2
somewhere,在某個地方, /'sʌm'hwɛr/,2
son,兒子, /sʌn/,2
song,歌曲, /sɔŋ/,2
soon,很快地, /sun/,2
sore,疼痛的, /sɔr/,2
sorry,抱歉的, /'sɑrɪ/,2
sort,種類；分類, /sɔrt/,2
soul,靈魂, /sol/,2
sound,聲音；聽起來, /saʊnd/,2
soup,湯, /sup/,2
sour,酸的, /saʊr/,2
source,來源；水源, /sɔrs/,2
south,南方, /saʊθ/,2
southern,南方的, /'sʌðɚn/,2
space,空間；太空, /spes/,2
spaghetti,義大利麵, /spə'ɡɛtɪ/,2
spank,打屁股, /spæŋk/,2
spare,多餘的；備用的, /spɛr/,2
speak,說話；講話, /spik/,2
speaker,講者；喇叭, /'spikɚ/,2
special,特別的, /'spɛʃəl/,2
specialist,專家；專科醫師, /'spɛʃəlɪst/,2
species,物種；種, /'spiʃiz/,2
specific,具體的；特定的, /spə'sɪfɪk/,2
speech,演講；說話, /spitʃ/,2
speed,速度, /spid/,2
spell,拼寫, /spɛl/,2
spelling,拼字, /'spɛlɪŋ/,2
spend,花費（時間、金錢）, /spɛnd/,2
spider,蜘蛛, /'spaɪdɚ/,2
spin,旋轉, /spɪn/,2
spirit,精神；靈魂, /'spɪrɪt/,2
spit,吐（口水）, /spɪt/,2
spite,惡意；怨恨, /spaɪt/,2
splendid,極好的；壯麗的, /'splɛndɪd/,2
split,撕裂；分裂, /splɪt/,2
spoil,破壞；寵壞, /spɔɪl/,2
spoon,湯匙, /spun/,2
sport,運動, /spɔrt/,2
spot,斑點；場所, /spɑt/,2
spread,傳播；散播, /sprɛd/,2
spring,春天；彈簧；溫泉, /sprɪŋ/,2
square,正方形；廣場, /skwɛr/,2
squeeze,擠壓；擰, /skwiz/,2
squirrel,松鼠, /'skwɝəl/,2
stable,穩定的；馬廄, /'stebl/,2
stadium,體育場, /'stedɪəm/,2
staff,全體員工, /stæf/,2
stage,舞台；階段, /stedʒ/,2
stair,樓梯, /stɛr/,2
stamp,郵票；蓋章, /stæmp/,2
stand,站立；忍受, /stænd/,2
standard,標準, /'stændɚd/,2
star,星星；明星, /stɑr/,2
start,開始, /stɑrt/,2
starve,挨餓；餓死, /stɑrv/,2
state,州；國家；狀態, /stet/,2
statement,聲明；陳述, /'stetmənt/,2
station,車站；局, /'steʃən/,2
stationery,文具, /'steʃən'ɛrɪ/,2
statue,雕像, /'stætʃu/,2
status,身分；地位, /'stætəs/,2
stay,停留；保持, /ste/,2
steak,牛排, /stek/,2
steal,偷竊, /stil/,2
steam,蒸汽, /stim/,2
steel,鋼鐵, /stil/,2
steep,陡峭的, /stip/,2
step,腳步；步驟, /stɛp/,2
stepfather,繼父, /'stɛp'fɑðɚ/,2
stepmother,繼母, /'stɛp'mʌðɚ/,2
stick,棍棒；黏貼, /stɪk/,2
